UPC,Market_Name,MskdName,WEEK_START_parsed,Parent_Company,PRODUCT_TYPE,EST_ACV_avg,UNITS_sum,DOLLARS_sum,RegPrice_avg,AvgPrice_avg,old_Discount_avg,D_avg,old_PR_Avg,DOLLARS_sum_sum,PR_avg,Discount_avg,prediction,DOLLARS_no_discount,Incr.Revenue,COGS_per_unit_zero_discount,COGS_discount,Gross_Profit_discount,COGS_zero_discount,Gross_Profit_zero_discount,Incr. Gross Profit
00-02-28400-04768,NEW_YORK,"Chain112,",2011-11-07T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,250,750.87,3.29,3.022307692,0.083076923,0.923076923,0.769230769,3124617.94,0,0.083076923,219.9265627,723.5583911,27.31160885,2.2372,559.3,191.57,492.0,231.5,-40.0
00-02-28400-04768,NEW_YORK,"Chain112,",2011-11-14T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,203,665.17,3.29,3.278461538,0.003076923,0.923076923,0,3124617.94,0,0.003076923,207.5658385,682.8916086,-17.72160858,2.2372,454.1516,211.0184,464.4,218.5,-7.5
00-02-28400-04768,NEW_YORK,"Chain112,",2011-11-21T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,248,741.52,3.29,2.99,0.09,0.846153846,0.846153846,3124617.94,0,0.09,202.0901326,664.8765363,76.64346369,2.2372,554.8256,186.6944,452.1,212.8,-26.1
00-02-28400-04768,NEW_YORK,"Chain112,",2011-11-28T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,216,645.84,3.29,2.99,0.09,0.692307692,0.846153846,3124617.94,0,0.09,199.7103516,657.0470568,-11.20705684,2.2372,483.2352,162.6048,446.8,210.3,-47.7
00-02-28400-04768,NEW_YORK,"Chain112,",2011-12-05T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,239,711.18,3.29,2.979230769,0.093076923,0.769230769,0.846153846,3124617.94,0,0.093076923,233.8461592,769.3538639,-58.1738639,2.2372,534.6908,176.4892,523.2,246.2,-69.7
00-02-28400-04768,NEW_YORK,"Chain112,",2012-11-12T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,231,644.49,3.092307692,2.79,0.091538462,0.384615385,0.307692308,3618223.95,0,0.091538462,190.1599607,588.0331091,56.45689085,2.2372,516.7932,127.6968,425.4,162.6,-34.9
00-02-28400-04768,NEW_YORK,"Chain112,",2012-11-19T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,235,654.75,3.092307692,2.786923077,0.093076923,0.384615385,0.307692308,3618223.95,0,0.093076923,185.588813,573.897714,80.85228603,2.2372,525.742,129.008,415.2,158.7,-29.7
00-02-28400-04768,NEW_YORK,"Chain112,",2012-11-26T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,236,633.32,3.092307692,2.684615385,0.127692308,0.692307692,0.384615385,3618223.95,0,0.127692308,193.1917013,597.4081841,35.91181587,2.2372,527.9792,105.3408,432.2,165.2,-59.9
00-02-28400-04768,NEW_YORK,"Chain112,",2012-12-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,368,920,3.092307692,2.5,0.186923077,0.846153846,1,3618223.95,0,0.186923077,342.4962664,1059.103839,-139.103839,2.2372,823.2896,96.7104,766.2,292.9,-196.2
00-02-28400-04768,NEW_YORK,"Chain112,",2012-12-10T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,326,815,3.092307692,2.5,0.186923077,0.615384615,1,3618223.95,0,0.186923077,210.1793696,649.9392814,165.0607186,2.2372,729.3272,85.6728,470.2,179.7,-94.1
00-02-28400-04768,NEW_YORK,"Chain112,",2011-03-14T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,532,1058.68,3.037692308,1.99,0.344615385,0.769230769,0.923076923,3124617.94,0,0.344615385,222.4242406,675.6564048,383.0235952,2.2372,1190.1904,-131.5104,497.6,178.0,-309.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-03-21T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,497,989.03,3.037692308,1.99,0.344615385,0.923076923,0.923076923,3124617.94,0,0.344615385,223.5080552,678.9487,310.0813,2.2372,1111.8884,-122.8584,500.0,178.9,-301.8
00-02-28400-04768,NEW_YORK,"Chain112,",2011-05-02T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,459,1147.5,3.29,2.5,0.24,1.230769231,0,507336.43,0,0.24,363.9622854,1197.435919,-49.93591887,2.2372,1026.8748,120.6252,814.3,383.2,-262.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-05-09T00:00:00.000Z,PEPSICO INC,PRETZEL,57.43856,217,642.95,3.29,2.969166667,0.096666667,1.416666667,0,507336.43,0,0.096666667,98.40269373,323.7448624,319.2051376,2.2372,485.4724,157.4776,220.1,103.6,53.9
00-02-28400-04768,NEW_YORK,"Chain112,",2011-05-16T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,323,807.5,3.29,2.5,0.24,0.923076923,0.846153846,507336.43,0,0.24,186.9262367,614.9873186,192.5126814,2.2372,722.6156,84.8844,418.2,196.8,-111.9
00-02-28400-04768,NEW_YORK,"Chain112,",2011-05-23T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,591,1191,3.29,2.038461538,0.378461538,0.923076923,0.923076923,507336.43,0,0.378461538,214.1677986,704.6120574,486.3879426,2.2372,1322.1852,-131.1852,479.1,225.5,-356.7
00-02-28400-04768,NEW_YORK,"Chain112,",2011-05-30T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,297,742.5,3.29,2.5,0.24,0.615384615,0.846153846,507336.43,0,0.24,324.7566453,1068.449363,-325.9493629,2.2372,664.4484,78.0516,726.5,341.9,-263.9
00-02-28400-04768,NEW_YORK,"Chain112,",2011-06-06T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,362,905,3.29,2.5,0.24,0.923076923,0.846153846,507336.43,0,0.24,232.4548329,764.7764003,140.2235997,2.2372,809.8664,95.1336,520.0,244.7,-149.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-06-13T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,225,672.75,3.29,2.99,0.09,0.769230769,0,507336.43,0,0.09,225.1074483,740.6035048,-67.85350476,2.2372,503.37,169.38,503.6,237.0,-67.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-06-20T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,215,642.85,3.29,2.99,0.09,0.769230769,0,507336.43,0,0.09,203.6762706,670.0949304,-27.2449304,2.2372,480.998,161.852,455.7,214.4,-52.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-06-27T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,224,667.26,3.29,2.980769231,0.093076923,0.846153846,0,507336.43,0,0.093076923,209.3060916,688.6170414,-21.35704141,2.2372,501.1328,166.1272,468.3,220.4,-54.2
00-02-28400-04768,NEW_YORK,"Chain112,",2011-07-04T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,257,639.93,3.29,2.49,0.24,0.769230769,1,507336.43,0,0.24,317.9726994,1046.130181,-406.2001809,2.2372,574.9604,64.9696,711.4,334.8,-269.8
00-02-28400-04768,NEW_YORK,"Chain112,",2011-07-11T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,307,764.43,3.29,2.49,0.24,0.923076923,1,507336.43,0,0.24,212.0679996,697.7037186,66.7262814,2.2372,686.8204,77.6096,474.4,223.3,-145.7
00-02-28400-04768,NEW_YORK,"Chain112,",2011-07-18T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,308,766.92,3.29,2.49,0.24,1.076923077,1,507336.43,0,0.24,202.4969762,666.2150518,100.7049482,2.2372,689.0576,77.8624,453.0,213.2,-135.3
00-02-28400-04768,NEW_YORK,"Chain112,",2011-07-25T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,229,747.09,3.29,3.265384615,0.007692308,0.923076923,0,507336.43,0,0.007692308,224.2264993,737.7051826,9.384817378,2.2372,512.3188,234.7712,501.6,236.1,-1.3
00-02-28400-04768,NEW_YORK,"Chain112,",2011-08-01T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,383,957.5,3.29,2.5,0.24,0.923076923,1,507336.43,0,0.24,334.2458692,1099.66891,-142.1689097,2.2372,856.8476,100.6524,747.8,351.9,-251.2
00-02-28400-04768,NEW_YORK,"Chain112,",2011-08-08T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,385,968.11,3.29,2.547692308,0.225384615,0.846153846,0.923076923,507336.43,0,0.225384615,212.479657,699.0580715,269.0519285,2.2372,861.322,106.788,475.4,223.7,-116.9
00-02-28400-04768,NEW_YORK,"Chain112,",2011-08-15T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,169,552.06,3.29,3.263846154,0.007692308,0.923076923,0,507336.43,0,0.007692308,176.7421241,581.4815884,-29.42158843,2.2372,378.0868,173.9732,395.4,186.1,-12.1
00-02-28400-04768,NEW_YORK,"Chain112,",2011-08-22T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,472,1180,3.29,2.5,0.24,0.846153846,1,507336.43,0,0.24,209.1209133,688.0078048,491.9921952,2.2372,1055.9584,124.0416,467.8,220.2,-96.1
00-02-28400-04768,NEW_YORK,"Chain112,",2011-08-29T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,209,583.11,3.29,2.79,0.15,1.230769231,0.923076923,507336.43,0,0.15,350.6249974,1153.556241,-570.4462414,2.2372,467.5748,115.5352,784.4,369.1,-253.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-05T00:00:00.000Z,PEPSICO INC,PRETZEL,54.45455833,214,695.37,3.29,3.265833333,0.0075,1.25,0,507336.43,0,0.0075,215.715085,709.7026295,-14.33262953,2.2372,478.7608,216.6092,482.6,227.1,-10.5
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-12T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,391,975.92,3.29,2.497692308,0.240769231,1.230769231,1,507336.43,0,0.240769231,228.5547318,751.9450677,223.9749323,2.2372,874.7452,101.1748,511.3,240.6,-139.4
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-19T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,150,491.1,3.29,3.273846154,0.004615385,0.692307692,0,507336.43,0,0.004615385,173.6704797,571.3758783,-80.27587828,2.2372,335.58,155.52,388.5,182.8,-27.3
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-26T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,269,723.61,3.29,2.69,0.18,1.076923077,0.923076923,507336.43,0,0.18,194.6779129,640.4903334,83.11966657,2.2372,601.8068,121.8032,435.5,205.0,-83.2
00-02-28400-04768,NEW_YORK,"Chain112,",2011-10-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,266,716.74,3.29,2.708461538,0.174615385,0.923076923,0.923076923,507336.43,0,0.174615385,322.1426299,1059.849252,-343.1092525,2.2372,595.0952,121.6448,720.7,339.2,-217.5
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-05T00:00:00.000Z,PEPSICO INC,PRETZEL,54.45455833,214,695.37,3.29,3.265833333,0.0075,1.25,0,3124617.94,0,0.0075,215.715085,709.7026295,-14.33262953,2.2372,478.7608,216.6092,482.6,227.1,-10.5
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-12T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,391,975.92,3.29,2.497692308,0.240769231,1.230769231,1,3124617.94,0,0.240769231,228.5547318,751.9450677,223.9749323,2.2372,874.7452,101.1748,511.3,240.6,-139.4
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-19T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,150,491.1,3.29,3.273846154,0.004615385,0.692307692,0,3124617.94,0,0.004615385,173.6704797,571.3758783,-80.27587828,2.2372,335.58,155.52,388.5,182.8,-27.3
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-26T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,269,723.61,3.29,2.69,0.18,1.076923077,0.923076923,3124617.94,0,0.18,194.6779129,640.4903334,83.11966657,2.2372,601.8068,121.8032,435.5,205.0,-83.2
00-02-28400-04768,NEW_YORK,"Chain112,",2011-10-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,266,716.74,3.29,2.708461538,0.174615385,0.923076923,0.923076923,3124617.94,0,0.174615385,322.1426299,1059.849252,-343.1092525,2.2372,595.0952,121.6448,720.7,339.2,-217.5
00-02-28400-04768,NEW_YORK,"Chain112,",2011-10-10T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,198,651.42,3.29,3.29,0,0.769230769,0,3124617.94,0,0,197.9812477,651.3583049,0.061695113,2.2372,442.9656,208.4544,442.9,208.4,0.0
00-02-28400-04768,NEW_YORK,"Chain112,",2011-10-17T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,172,564.14,3.29,3.283076923,0.003076923,1.153846154,0,3124617.94,0,0.003076923,175.5710906,577.628888,-13.48888799,2.2372,384.7984,179.3416,392.8,184.8,-5.5
00-02-28400-04768,NEW_YORK,"Chain112,",2011-03-14T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,532,1058.68,3.037692308,1.99,0.344615385,0.769230769,0.923076923,3618223.95,0,0.344615385,222.4242406,675.6564048,383.0235952,2.2372,1190.1904,-131.5104,497.6,178.0,-309.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-03-21T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,497,989.03,3.037692308,1.99,0.344615385,0.923076923,0.923076923,3618223.95,0,0.344615385,223.5080552,678.9487,310.0813,2.2372,1111.8884,-122.8584,500.0,178.9,-301.8
00-02-28400-04768,NEW_YORK,"Chain112,",2011-03-28T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,521,1047,3.037692308,2.038461538,0.323846154,1.230769231,0.923076923,3618223.95,0,0.323846154,236.0548106,717.0618824,329.9381176,2.2372,1165.5812,-118.5812,528.1,189.0,-307.5
00-02-28400-04768,NEW_YORK,"Chain112,",2011-04-04T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,538,1084,3.037692308,2.038461538,0.323846154,0.769230769,0.923076923,3618223.95,0,0.323846154,320.8449313,974.6281796,109.3718204,2.2372,1203.6136,-119.6136,717.8,256.8,-376.4
00-02-28400-04768,NEW_YORK,"Chain112,",2011-04-11T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,593,1179.56,3.037692308,1.989230769,0.344615385,0.615384615,0.923076923,3618223.95,0,0.344615385,201.6797486,612.641021,566.918979,2.2372,1326.6596,-147.0996,451.2,161.4,-308.5
00-02-28400-04768,NEW_YORK,"Chain112,",2011-04-18T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,641,1288.5,3.037692308,2.038461538,0.323846154,1.230769231,0.923076923,3618223.95,0,0.323846154,218.2046545,662.8386005,625.6613995,2.2372,1434.0452,-145.5452,488.2,174.7,-320.2
00-02-28400-04768,NEW_YORK,"Chain112,",2011-04-25T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,297,742.5,3.29,2.5,0.24,1.230769231,0,3618223.95,0,0.24,248.5173655,817.6221326,-75.1221326,2.2372,664.4484,78.0516,556.0,261.6,-183.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-05-02T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,459,1147.5,3.29,2.5,0.24,1.230769231,0,3618223.95,0,0.24,363.9622854,1197.435919,-49.93591887,2.2372,1026.8748,120.6252,814.3,383.2,-262.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-05-09T00:00:00.000Z,PEPSICO INC,PRETZEL,57.43856,217,642.95,3.29,2.969166667,0.096666667,1.416666667,0,3618223.95,0,0.096666667,98.40269373,323.7448624,319.2051376,2.2372,485.4724,157.4776,220.1,103.6,53.9
00-02-28400-04768,NEW_YORK,"Chain112,",2011-05-16T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,323,807.5,3.29,2.5,0.24,0.923076923,0.846153846,3618223.95,0,0.24,186.9262367,614.9873186,192.5126814,2.2372,722.6156,84.8844,418.2,196.8,-111.9
00-02-28400-04768,NEW_YORK,"Chain112,",2011-05-23T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,591,1191,3.29,2.038461538,0.378461538,0.923076923,0.923076923,3618223.95,0,0.378461538,214.1677986,704.6120574,486.3879426,2.2372,1322.1852,-131.1852,479.1,225.5,-356.7
00-02-28400-04768,NEW_YORK,"Chain112,",2011-05-30T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,297,742.5,3.29,2.5,0.24,0.615384615,0.846153846,3618223.95,0,0.24,324.7566453,1068.449363,-325.9493629,2.2372,664.4484,78.0516,726.5,341.9,-263.9
00-02-28400-04768,NEW_YORK,"Chain112,",2011-06-06T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,362,905,3.29,2.5,0.24,0.923076923,0.846153846,3618223.95,0,0.24,232.4548329,764.7764003,140.2235997,2.2372,809.8664,95.1336,520.0,244.7,-149.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-06-13T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,225,672.75,3.29,2.99,0.09,0.769230769,0,3618223.95,0,0.09,225.1074483,740.6035048,-67.85350476,2.2372,503.37,169.38,503.6,237.0,-67.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-06-20T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,215,642.85,3.29,2.99,0.09,0.769230769,0,3618223.95,0,0.09,203.6762706,670.0949304,-27.2449304,2.2372,480.998,161.852,455.7,214.4,-52.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-06-27T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,224,667.26,3.29,2.980769231,0.093076923,0.846153846,0,3618223.95,0,0.093076923,209.3060916,688.6170414,-21.35704141,2.2372,501.1328,166.1272,468.3,220.4,-54.2
00-02-28400-04768,NEW_YORK,"Chain112,",2011-07-04T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,257,639.93,3.29,2.49,0.24,0.769230769,1,3618223.95,0,0.24,317.9726994,1046.130181,-406.2001809,2.2372,574.9604,64.9696,711.4,334.8,-269.8
00-02-28400-04768,NEW_YORK,"Chain112,",2011-07-11T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,307,764.43,3.29,2.49,0.24,0.923076923,1,3618223.95,0,0.24,212.0679996,697.7037186,66.7262814,2.2372,686.8204,77.6096,474.4,223.3,-145.7
00-02-28400-04768,NEW_YORK,"Chain112,",2011-07-18T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,308,766.92,3.29,2.49,0.24,1.076923077,1,3618223.95,0,0.24,202.4969762,666.2150518,100.7049482,2.2372,689.0576,77.8624,453.0,213.2,-135.3
00-02-28400-04768,NEW_YORK,"Chain112,",2011-07-25T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,229,747.09,3.29,3.265384615,0.007692308,0.923076923,0,3618223.95,0,0.007692308,224.2264993,737.7051826,9.384817378,2.2372,512.3188,234.7712,501.6,236.1,-1.3
00-02-28400-04768,NEW_YORK,"Chain112,",2011-08-01T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,383,957.5,3.29,2.5,0.24,0.923076923,1,3618223.95,0,0.24,334.2458692,1099.66891,-142.1689097,2.2372,856.8476,100.6524,747.8,351.9,-251.2
00-02-28400-04768,NEW_YORK,"Chain112,",2011-08-08T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,385,968.11,3.29,2.547692308,0.225384615,0.846153846,0.923076923,3618223.95,0,0.225384615,212.479657,699.0580715,269.0519285,2.2372,861.322,106.788,475.4,223.7,-116.9
00-02-28400-04768,NEW_YORK,"Chain112,",2011-08-15T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,169,552.06,3.29,3.263846154,0.007692308,0.923076923,0,3618223.95,0,0.007692308,176.7421241,581.4815884,-29.42158843,2.2372,378.0868,173.9732,395.4,186.1,-12.1
00-02-28400-04768,NEW_YORK,"Chain112,",2011-08-22T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,472,1180,3.29,2.5,0.24,0.846153846,1,3618223.95,0,0.24,209.1209133,688.0078048,491.9921952,2.2372,1055.9584,124.0416,467.8,220.2,-96.1
00-02-28400-04768,NEW_YORK,"Chain112,",2011-08-29T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,209,583.11,3.29,2.79,0.15,1.230769231,0.923076923,3618223.95,0,0.15,350.6249974,1153.556241,-570.4462414,2.2372,467.5748,115.5352,784.4,369.1,-253.6
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-05T00:00:00.000Z,PEPSICO INC,PRETZEL,54.45455833,214,695.37,3.29,3.265833333,0.0075,1.25,0,3618223.95,0,0.0075,215.715085,709.7026295,-14.33262953,2.2372,478.7608,216.6092,482.6,227.1,-10.5
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-12T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,391,975.92,3.29,2.497692308,0.240769231,1.230769231,1,3618223.95,0,0.240769231,228.5547318,751.9450677,223.9749323,2.2372,874.7452,101.1748,511.3,240.6,-139.4
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-19T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,150,491.1,3.29,3.273846154,0.004615385,0.692307692,0,3618223.95,0,0.004615385,173.6704797,571.3758783,-80.27587828,2.2372,335.58,155.52,388.5,182.8,-27.3
00-02-28400-04768,NEW_YORK,"Chain112,",2011-09-26T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,269,723.61,3.29,2.69,0.18,1.076923077,0.923076923,3618223.95,0,0.18,194.6779129,640.4903334,83.11966657,2.2372,601.8068,121.8032,435.5,205.0,-83.2
00-02-28400-04768,NEW_YORK,"Chain112,",2011-10-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,266,716.74,3.29,2.708461538,0.174615385,0.923076923,0.923076923,3618223.95,0,0.174615385,322.1426299,1059.849252,-343.1092525,2.2372,595.0952,121.6448,720.7,339.2,-217.5
00-02-28400-04768,NEW_YORK,"Chain112,",2011-10-10T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,198,651.42,3.29,3.29,0,0.769230769,0,3618223.95,0,0,197.9812477,651.3583049,0.061695113,2.2372,442.9656,208.4544,442.9,208.4,0.0
00-02-28400-04768,NEW_YORK,"Chain112,",2011-10-17T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,172,564.14,3.29,3.283076923,0.003076923,1.153846154,0,3618223.95,0,0.003076923,175.5710906,577.628888,-13.48888799,2.2372,384.7984,179.3416,392.8,184.8,-5.5
00-02-28400-04768,NEW_YORK,"Chain112,",2011-10-24T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,314,942,3.29,3,0.09,0.923076923,0.846153846,3618223.95,0,0.09,197.3037022,649.1291803,292.8708197,2.2372,702.4808,239.5192,441.4,207.7,31.8
00-02-28400-04768,NEW_YORK,"Chain112,",2011-10-31T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,272,816,3.29,3,0.09,0.769230769,0.846153846,3618223.95,0,0.09,326.5798727,1074.447781,-258.447781,2.2372,608.5184,207.4816,730.6,343.8,-136.3
00-02-28400-04768,NEW_YORK,"Chain112,",2011-11-07T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,250,750.87,3.29,3.022307692,0.083076923,0.923076923,0.769230769,3618223.95,0,0.083076923,219.9265627,723.5583911,27.31160885,2.2372,559.3,191.57,492.0,231.5,-40.0
00-02-28400-04768,NEW_YORK,"Chain112,",2011-11-14T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,203,665.17,3.29,3.278461538,0.003076923,0.923076923,0,3618223.95,0,0.003076923,207.5658385,682.8916086,-17.72160858,2.2372,454.1516,211.0184,464.4,218.5,-7.5
00-02-28400-04768,NEW_YORK,"Chain112,",2012-07-23T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,266,665,3.245384615,2.5,0.229230769,0.615384615,0.923076923,3124617.94,0,0.229230769,198.154935,643.0889774,21.91102259,2.2372,595.0952,69.9048,443.3,199.8,-129.9
00-02-28400-04768,NEW_YORK,"Chain112,",2012-07-30T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,348,870,3.245384615,2.5,0.229230769,0.461538462,0.923076923,3124617.94,0,0.229230769,320.6285611,1040.562999,-170.5629994,2.2372,778.5456,91.4544,717.3,323.3,-231.8
00-02-28400-04768,NEW_YORK,"Chain112,",2012-08-06T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,278,695,3.245384615,2.5,0.229230769,0.384615385,0.923076923,3124617.94,0,0.229230769,198.0902682,642.8791087,52.12089127,2.2372,621.9416,73.0584,443.2,199.7,-126.7
00-02-28400-04768,NEW_YORK,"Chain112,",2012-08-13T00:00:00.000Z,PEPSICO INC,PRETZEL,56.80505833,313,782.5,3.241666667,2.5,0.228333333,0.416666667,0.666666667,3124617.94,0,0.228333333,64.86612463,210.274354,572.225646,2.2372,700.2436,82.2564,145.1,65.2,17.1
00-02-28400-04768,NEW_YORK,"Chain112,",2012-08-20T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,340,850,3.245384615,2.5,0.229230769,0.461538462,0.692307692,3124617.94,0,0.229230769,185.3318711,601.4732033,248.5267967,2.2372,760.648,89.352,414.6,186.8,-97.5
00-02-28400-04768,NEW_YORK,"Chain112,",2012-08-27T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,519,1041.5,3.206923077,2.038461538,0.358461538,0.692307692,0.923076923,3124617.94,0,0.358461538,202.5175557,649.458223,392.041777,2.2372,1161.1068,-119.6068,453.1,196.4,-316.0
00-02-28400-04768,NEW_YORK,"Chain112,",2012-09-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,334,835,3.206923077,2.5,0.218461538,0.384615385,0.692307692,3124617.94,0,0.218461538,326.6567494,1047.563068,-212.563068,2.2372,747.2248,87.7752,730.8,316.8,-229.0
00-02-28400-04768,NEW_YORK,"Chain112,",2012-09-10T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,287,717.5,3.206923077,2.5,0.218461538,0.615384615,0.692307692,3124617.94,0,0.218461538,205.9867328,660.583607,56.91639299,2.2372,642.0764,75.4236,460.8,199.8,-124.3
00-02-28400-04768,NEW_YORK,"Chain112,",2012-09-17T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,215,578.66,3.206923077,2.690769231,0.156923077,0.461538462,0.538461538,3124617.94,0,0.156923077,187.8165883,602.3133513,-23.65335125,2.2372,480.998,97.662,420.2,182.1,-84.5
00-02-28400-04768,NEW_YORK,"Chain112,",2012-09-24T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,279,697.5,3.206923077,2.5,0.218461538,0.461538462,0.692307692,3124617.94,0,0.218461538,183.9985546,590.069211,107.430789,2.2372,624.1788,73.3212,411.6,178.4,-105.1
00-02-28400-04768,NEW_YORK,"Chain112,",2012-10-01T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,433,1082.5,3.206923077,2.5,0.218461538,0.461538462,0.692307692,3124617.94,0,0.218461538,318.9072267,1022.710945,59.78905535,2.2372,968.7076,113.7924,713.5,309.3,-195.5
